date,time,signal,nifty_spot,atm_strike,option_ltp,vwap_distance_pct,rsi14,body_pct,market_state,skip_reason,sl_pct_computed
2026-05-18,12:35,BUY_CE,23593.95,23600,0.0,0.5732,63.9,72.94,TRENDING,Second entry blocked — first trade hit hard SL today,
2026-05-18,12:40,BUY_CE,23604.25,23600,120.65,0.5994,65.7,64.65,TRENDING,Second entry blocked — first trade hit hard SL today,
2026-05-18,13:00,BUY_CE,23637.15,23650,0.0,0.6912,67.87,92.37,TRENDING,Second entry blocked — first trade hit hard SL today,
2026-06-01,13:10,BUY_PE,23478.65,23500,98.85,-0.6432,33.14,75.92,TRENDING,Second entry blocked — first trade hit hard SL today,
2026-06-01,13:15,BUY_PE,23460.65,23450,107.6,-0.7059,29.07,81.67,TRENDING,Second entry blocked — first trade hit hard SL today,
2026-06-18,12:30,BUY_CE,24118.7,24100,130.75,0.0727,70.41,100.0,TRENDING,Second entry blocked — first trade hit hard SL today,
2026-06-18,13:35,BUY_CE,24123.75,24100,133.65,0.0694,67.27,75.23,TRENDING,Second entry blocked — first trade hit hard SL today,
