date,time,open,high,low,close,volume,vwap,ema20,rsi14,vwap_distance_pct,body_pct,vol_ratio,ema_slope_pts,rsi_delta,candle_direction,price_momentum_pct,market_state,day_class,gap_pct,vwap_drift_pct,model_a_pending,model_a_trigger,model_a_side,signal_v2,model_v2,spot,atm_strike,ce_ltp,pe_ltp,in_position,position_type,position_qty,position_entry_price,position_current_price,partial_booked
2026-05-22,09:20,53887.2,53975.0,53880.0,53955.0,29010,53816.0,53566.31,80.05,0.2583,71.37,1.43,95.15,3.86,1,0.2322,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,53893.5,53900,,,False,,0,,,False
2026-05-22,09:25,53955.0,54005.0,53920.0,53942.2,26820,53849.55,53602.11,78.65,0.1721,15.06,1.201,127.04,-1.4,-1,-0.0237,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,53858.85,53900,460.65,418.0,False,,0,,,False
2026-05-22,09:30,53942.2,54070.0,53942.2,54068.0,33180,53890.13,53646.48,81.99,0.3301,98.44,1.383,163.33,3.34,1,0.2332,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,53974.4,54000,,,False,,0,,,False
2026-05-22,09:35,54068.0,54100.0,53994.8,54010.2,29460,53914.61,53681.12,76.09,0.1773,54.94,1.098,187.79,-5.9,-1,-0.1069,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,53920.05,53900,,,False,,0,,,False
2026-05-22,09:40,54010.2,54076.6,53971.8,54049.2,13920,53923.33,53716.17,77.28,0.2334,37.21,0.49,190.78,1.19,1,0.0722,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,53960.15,54000,,,False,,0,,,False
2026-05-22,09:45,54049.2,54090.0,54017.0,54017.0,15030,53932.06,53744.82,74.01,0.1575,44.11,0.518,178.52,-3.27,-1,-0.0596,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,53952.95,54000,444.35,423.85,False,,0,,,False
2026-05-22,09:50,54017.0,54120.0,54010.6,54075.0,25680,53947.37,53776.27,75.98,0.2366,53.02,0.972,174.16,1.97,1,0.1074,TRENDING,NORMAL_DAY,0.219,0.237,False,,,NO_SIGNAL,NONE,53966.15,54000,461.0,401.75,False,,0,,,False
2026-05-22,09:55,54075.0,54084.4,54000.0,54062.6,17880,53954.73,53803.54,74.68,0.1999,14.69,0.691,157.06,-1.3,-1,-0.0229,TRENDING,NORMAL_DAY,0.219,0.237,False,,,NO_SIGNAL,NONE,53958.8,54000,445.0,409.95,False,,0,,,False
2026-05-22,10:00,54060.4,54092.4,54020.2,54065.0,14790,53960.63,53828.44,74.77,0.1934,6.37,0.562,147.32,0.09,1,0.0044,TRENDING,NORMAL_DAY,0.219,0.237,False,,,NO_SIGNAL,NONE,53978.65,54000,451.95,406.35,False,,0,,,False
2026-05-22,10:05,54065.0,54163.4,54050.0,54132.8,24690,53973.98,53857.43,77.24,0.2943,59.79,0.944,141.25,2.47,1,0.1254,TRENDING,NORMAL_DAY,0.219,0.237,False,,,NO_SIGNAL,NONE,54045.95,54000,494.8,364.0,False,,0,,,False
2026-05-22,10:10,54132.8,54187.4,54132.6,54169.0,21090,53986.95,53887.1,78.45,0.3372,66.06,0.915,142.28,1.21,1,0.0669,TRENDING,NORMAL_DAY,0.219,0.237,False,,,NO_SIGNAL,NONE,54088.05,54100,,,False,,0,,,False
2026-05-22,10:15,54169.0,54185.0,54125.0,54133.2,16140,53994.97,53910.54,74.24,0.256,59.67,0.725,134.27,-4.21,-1,-0.0661,SIDEWAYS,NORMAL_DAY,0.219,0.237,False,,,NO_SIGNAL,NONE,54053.5,54100,436.9,412.1,False,,0,,,False
2026-05-22,10:20,54130.4,54160.0,54100.0,54111.4,9480,53998.64,53929.67,71.71,0.2088,31.67,0.447,126.13,-2.52,-1,-0.0403,TRENDING,NORMAL_DAY,0.219,0.237,False,,,NO_SIGNAL,NONE,54015.25,54000,,,False,,0,,,False
2026-05-22,10:25,54111.4,54138.6,54090.0,54109.6,7710,54001.22,53946.8,71.5,0.2007,3.7,0.41,118.36,-0.22,-1,-0.0033,SIDEWAYS,NORMAL_DAY,0.219,0.237,False,,,NO_SIGNAL,NONE,54016.35,54000,465.0,378.95,False,,0,,,False
2026-05-22,10:30,54109.6,54148.4,54099.8,54130.4,8040,54004.1,53964.29,72.53,0.2339,42.8,0.483,106.86,1.03,1,0.0384,TRENDING,NORMAL_DAY,0.219,0.237,False,,,NO_SIGNAL,NONE,54014.6,54000,478.0,372.75,False,,0,,,False
2026-05-22,10:35,54127.8,54148.2,54070.0,54110.0,14670,54008.35,53978.17,69.86,0.1882,22.76,0.914,91.07,-2.67,-1,-0.0377,SIDEWAYS,NORMAL_DAY,0.219,0.237,False,,,NO_SIGNAL,NONE,53991.35,54000,472.0,370.55,False,,0,,,False
2026-05-22,10:40,54110.0,54174.2,54098.0,54169.8,10200,54012.14,53996.42,73.0,0.2919,78.48,0.637,85.88,3.14,1,0.1105,TRENDING,NORMAL_DAY,0.219,0.237,False,,,NO_SIGNAL,NONE,54057.4,54100,,,False,,0,,,False
