date,time,open,high,low,close,volume,vwap,ema20,rsi14,vwap_distance_pct,body_pct,candle_direction,or_high,or_low,orb_used,signal_v2,model_v2,skip_reason,spot,atm_strike,ce_ltp,pe_ltp,in_position,position_type,position_entry_price,position_current_price,trail_active,breakeven_set
2026-06-01,09:15,23730.0,23730.0,23675.0,23699.6,254215,23701.53,23786.56,32.81,-0.0081,55.27,-1,,,False,NO_SIGNAL,NONE,before entry window (09:35:00),23633.0,23650,116.9,101.9,False,,,,False,False
2026-06-01,09:20,23699.8,23707.8,23653.5,23665.0,141180,23692.21,23774.98,29.59,-0.1148,64.09,-1,,,False,NO_SIGNAL,NONE,before entry window (09:35:00),23598.95,23600,,,False,,,,False,False
2026-06-01,09:25,23665.0,23680.1,23652.0,23660.5,88270,23687.1,23764.08,29.19,-0.1123,16.01,-1,,,False,NO_SIGNAL,NONE,before entry window (09:35:00),23593.45,23600,124.7,96.6,False,,,,False,False
2026-06-01,09:30,23661.0,23687.5,23652.0,23680.0,88400,23684.95,23756.07,33.4,-0.0209,53.52,1,,,False,NO_SIGNAL,NONE,body 54% < 55; vwap dist 0.02% < min,23610.75,23600,131.85,87.45,False,,,,False,False
2026-06-01,09:35,23680.0,23681.0,23637.0,23678.8,121615,23681.56,23748.71,33.27,-0.0117,2.73,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,body 3% < 55; vwap dist 0.01% < min,23608.75,23600,130.0,86.85,False,,,,False,False
2026-06-01,09:40,23679.5,23692.0,23643.0,23650.0,56225,23680.06,23739.31,30.21,-0.1269,60.2,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,no model matched,23575.25,23600,111.7,100.4,False,,,,False,False
2026-06-01,09:45,23645.0,23665.0,23634.0,23644.5,104780,23676.11,23730.28,29.65,-0.1335,1.61,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,body 2% < 55,23580.2,23600,115.4,98.55,False,,,,False,False
2026-06-01,09:50,23647.5,23665.0,23636.3,23656.5,52715,23674.75,23723.25,32.59,-0.0771,31.36,1,23730.0,23652.0,False,NO_SIGNAL,NONE,body 31% < 55; vwap dist 0.08% < min,23585.9,23600,116.1,94.6,False,,,,False,False
2026-06-01,09:55,23656.5,23657.0,23625.0,23625.0,51870,23672.63,23713.9,29.14,-0.2012,98.44,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,no model matched,23561.05,23550,,,False,,,,False,False
2026-06-01,10:00,23625.0,23634.5,23606.0,23606.0,91195,23667.67,23703.62,27.27,-0.2606,66.67,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,no model matched,23541.05,23550,117.0,95.4,False,,,,False,False
2026-06-01,10:05,23609.4,23637.5,23601.7,23632.0,70655,23664.9,23696.8,33.56,-0.139,63.13,1,23730.0,23652.0,False,NO_SIGNAL,NONE,no model matched,23569.25,23550,129.7,83.05,False,,,,False,False
2026-06-01,10:10,23634.4,23640.0,23616.9,23619.0,63440,23662.78,23689.39,32.07,-0.185,66.67,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,no model matched,23553.15,23550,122.05,90.55,False,,,,False,False
2026-06-01,10:15,23616.0,23634.5,23605.0,23625.0,39455,23661.45,23683.26,33.54,-0.154,30.51,1,23730.0,23652.0,False,NO_SIGNAL,NONE,body 31% < 55,23558.15,23550,127.95,86.95,False,,,,False,False
2026-06-01,10:20,23626.0,23634.4,23615.9,23618.5,38350,23660.28,23677.09,32.71,-0.1766,40.54,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,body 41% < 55,23549.15,23550,122.5,89.75,False,,,,False,False
2026-06-01,10:25,23619.5,23628.4,23602.5,23608.6,28405,23659.25,23670.57,31.44,-0.2141,42.08,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,body 42% < 55,23539.85,23550,117.25,93.5,False,,,,False,False
2026-06-01,10:30,23608.6,23617.9,23581.0,23588.6,65000,23656.21,23662.76,28.99,-0.2858,54.2,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,body 54% < 55,23529.2,23550,110.25,100.05,False,,,,False,False
2026-06-01,10:35,23586.9,23623.1,23585.0,23612.2,89765,23653.14,23657.95,35.39,-0.1731,66.4,1,23730.0,23652.0,False,NO_SIGNAL,NONE,no model matched,23542.3,23550,119.1,92.4,False,,,,False,False
2026-06-01,10:40,23612.2,23626.9,23601.3,23612.6,40625,23652.06,23653.63,35.49,-0.1668,1.56,1,23730.0,23652.0,False,NO_SIGNAL,NONE,body 2% < 55,23538.2,23550,118.7,92.95,False,,,,False,False
2026-06-01,10:45,23612.6,23648.0,23610.0,23640.0,51610,23651.4,23652.33,42.46,-0.0482,72.11,1,23730.0,23652.0,False,NO_SIGNAL,NONE,vwap dist 0.05% < min,23570.7,23550,133.0,80.05,False,,,,False,False
2026-06-01,10:50,23640.0,23665.0,23631.0,23664.4,72020,23651.5,23653.48,47.86,0.0545,71.76,1,23730.0,23652.0,False,NO_SIGNAL,NONE,vwap dist 0.05% < min; 4 legs up,23592.3,23600,,,False,,,,False,False
2026-06-01,10:55,23664.9,23666.5,23640.0,23643.5,65780,23651.44,23652.53,44.05,-0.0336,80.75,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,vwap dist 0.03% < min,23571.45,23550,,,False,,,,False,False
2026-06-01,11:00,23643.5,23665.0,23640.0,23654.1,53235,23651.49,23652.68,46.38,0.011,42.4,1,23730.0,23652.0,False,NO_SIGNAL,NONE,body 42% < 55; vwap dist 0.01% < min,23593.0,23600,,,False,,,,False,False
2026-06-01,11:05,23654.1,23679.0,23654.1,23679.0,59670,23652.13,23655.19,51.49,0.1136,100.0,1,23730.0,23652.0,False,NO_SIGNAL,NONE,no model matched,23610.05,23600,125.3,82.95,False,,,,False,False
2026-06-01,11:10,23678.4,23680.0,23670.0,23674.0,27170,23652.47,23656.98,50.45,0.091,44.0,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,body 44% < 55; vwap dist 0.09% < min,23606.55,23600,123.4,83.4,False,,,,False,False
2026-06-01,11:15,23677.4,23693.0,23666.0,23675.0,59930,23653.28,23658.69,50.67,0.0918,8.89,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,body 9% < 55; vwap dist 0.09% < min,23607.9,23600,123.55,83.8,False,,,,False,False
2026-06-01,11:20,23672.0,23680.0,23650.0,23652.0,44135,23653.45,23658.06,45.76,-0.0061,66.67,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,vwap dist 0.01% < min,23581.05,23600,107.05,94.75,False,,,,False,False
2026-06-01,11:25,23651.0,23653.9,23628.0,23630.4,27625,23653.22,23655.42,41.67,-0.0965,79.54,-1,23730.0,23652.0,False,NO_SIGNAL,NONE,vwap dist 0.10% < min; 4 legs down,23559.15,23550,,,False,,,,False,False
