date,time,open,high,low,close,volume,vwap,ema20,rsi14,vwap_distance_pct,body_pct,candle_direction,or_high,or_low,orb_used,signal_v2,model_v2,skip_reason,spot,atm_strike,ce_ltp,pe_ltp,in_position,position_type,position_entry_price,position_current_price,trail_active,breakeven_set
2026-06-04,09:15,23338.0,23425.0,23332.6,23412.8,180830,23390.13,23494.54,37.94,0.0969,80.95,1,,,False,NO_SIGNAL,NONE,before entry window (09:35:00),23345.9,23350,,,False,,,,False,False
2026-06-04,09:20,23412.0,23429.0,23388.0,23416.9,86255,23396.97,23487.15,38.93,0.0852,11.95,1,,,False,NO_SIGNAL,NONE,before entry window (09:35:00),23339.15,23350,198.5,165.75,False,,,,False,False
2026-06-04,09:25,23415.9,23435.0,23400.0,23416.0,70070,23401.13,23480.37,38.78,0.0635,0.29,1,,,False,NO_SIGNAL,NONE,before entry window (09:35:00),23334.8,23350,198.0,165.55,False,,,,False,False
2026-06-04,09:30,23416.0,23416.0,23383.9,23407.0,80795,23401.36,23473.38,37.27,0.0241,28.04,-1,,,False,NO_SIGNAL,NONE,body 28% < 55; vwap dist 0.02% < min,23330.95,23350,194.2,166.75,False,,,,False,False
2026-06-04,09:35,23404.4,23439.5,23396.0,23400.0,66365,23402.79,23466.39,36.1,-0.0119,10.11,-1,23435.0,23332.6,False,NO_SIGNAL,NONE,body 10% < 55; vwap dist 0.01% < min,23322.4,23300,,,False,,,,False,False
2026-06-04,09:40,23400.1,23427.5,23377.6,23426.7,45825,23403.47,23462.61,43.42,0.0993,53.31,1,23435.0,23332.6,False,NO_SIGNAL,NONE,body 53% < 55; vwap dist 0.10% < min,23355.35,23350,,,False,,,,False,False
2026-06-04,09:45,23428.0,23456.0,23421.2,23450.0,66690,23407.82,23461.41,48.92,0.1802,63.22,1,23435.0,23332.6,False,NO_SIGNAL,NONE,no model matched,23388.35,23400,,,False,,,,False,False
2026-06-04,09:50,23450.0,23459.0,23432.1,23459.0,50245,23411.1,23461.18,50.91,0.2046,33.46,1,23435.0,23332.6,False,NO_SIGNAL,NONE,body 33% < 55,23393.85,23400,193.75,161.35,False,,,,False,False
2026-06-04,09:55,23459.0,23505.0,23451.0,23470.8,100100,23419.74,23462.1,53.46,0.218,21.85,1,23435.0,23332.6,False,NO_SIGNAL,NONE,body 22% < 55; 4 legs up,23407.9,23400,204.05,153.1,False,,,,False,False
2026-06-04,10:00,23470.8,23493.8,23460.2,23485.1,40820,23422.84,23464.29,56.42,0.2658,42.56,1,23435.0,23332.6,False,NO_SIGNAL,NONE,body 43% < 55; 5 legs up,23420.85,23400,208.9,150.0,False,,,,False,False
2026-06-04,10:05,23485.1,23500.0,23482.0,23495.4,64155,23428.09,23467.25,58.47,0.2873,57.22,1,23435.0,23332.6,False,NO_SIGNAL,NONE,6 legs up,23433.8,23450,,,False,,,,False,False
