date,time,open,high,low,close,volume,vwap,ema20,rsi14,vwap_distance_pct,ema_slope_strong_up,ema_slope_strong_down,volume_surge,body_pct,is_spike,multi_candle_bullish,multi_candle_bearish,efficiency_ratio,market_state,enough_data,signal,nifty_spot,atm_strike,ce_ltp,pe_ltp,in_position,position_type,position_entry_price,position_current_price
2026-04-13,12:35,55488.8,55575.0,55482.0,55567.0,215219460,55241.61,55293.62,69.47,0.589,True,False,False,84.09,False,True,False,0.8675,TRENDING,True,NO_SIGNAL,55394.7,55100,1396.1,954.05,True,CE,1252.3,1396.1
2026-04-13,12:40,55567.0,55580.0,55520.2,55560.0,216107130,55259.93,55318.99,68.75,0.543,True,False,False,11.71,False,False,True,0.938,TRENDING,True,NO_SIGNAL,55428.05,55100,1415.0,941.7,True,CE,1252.3,1415.0
2026-04-13,12:45,55560.0,55591.0,55535.2,55564.2,203793240,55275.87,55342.35,68.96,0.5216,True,False,False,7.53,False,True,False,0.8688,TRENDING,True,NO_SIGNAL,55432.8,55100,1410.0,937.7,True,CE,1252.3,1410.0
2026-04-13,12:50,55564.2,55569.4,55523.0,55523.0,194238660,55288.39,55359.55,64.46,0.4243,True,False,False,88.79,False,False,True,0.6586,TRENDING,True,NO_SIGNAL,55388.3,55100,1364.25,957.55,True,CE,1252.3,1364.25
2026-04-13,12:55,55523.0,55529.8,55386.2,55465.0,242106900,55298.03,55369.59,58.65,0.3019,True,False,False,40.39,False,False,True,0.4085,TRENDING,True,NO_SIGNAL,55317.25,55100,1330.95,982.05,True,CE,1252.3,1330.95
2026-04-13,13:00,55465.0,55477.2,55367.8,55412.0,237622710,55304.34,55373.63,53.88,0.1947,True,False,False,48.45,False,False,True,0.1387,SIDEWAYS,True,NO_SIGNAL,55285.4,55100,1309.0,995.0,True,CE,1252.3,1309.0
2026-04-13,13:05,55430.0,55489.6,55401.4,55473.8,208373130,55310.93,55383.17,58.16,0.2945,True,False,False,49.66,False,False,True,0.2954,SIDEWAYS,True,NO_SIGNAL,55329.0,55100,1345.55,977.0,True,CE,1252.3,1345.55
2026-04-13,13:10,55464.4,55525.0,55447.6,55525.0,218627760,55319.19,55396.68,61.35,0.372,True,False,False,78.29,False,True,False,0.0493,SIDEWAYS,True,NO_SIGNAL,55391.75,55100,1375.6,948.45,True,CE,1252.3,1375.6
2026-04-13,13:15,55525.0,55565.2,55488.8,55565.2,225976140,55328.76,55412.73,63.7,0.4273,True,False,False,52.62,False,True,False,0.3584,SIDEWAYS,True,NO_SIGNAL,55435.85,55100,1394.6,936.35,True,CE,1252.3,1394.6
2026-04-13,13:20,55565.2,55594.0,55508.0,55516.2,221302110,55337.35,55422.58,59.0,0.3232,True,False,False,56.98,False,True,False,0.2246,SIDEWAYS,True,NO_SIGNAL,55405.15,55100,1362.05,951.45,True,CE,1252.3,1362.05
2026-04-13,13:25,55530.0,55555.0,55516.0,55531.0,187393050,55343.91,55432.91,59.96,0.338,True,False,False,2.56,False,True,False,0.1282,SIDEWAYS,True,NO_SIGNAL,55415.35,55100,1381.75,960.45,True,CE,1252.3,1381.75
2026-04-13,13:30,55531.0,55682.4,55531.0,55677.8,249591750,55356.1,55456.23,67.98,0.5811,True,False,False,96.96,False,True,False,0.3611,SIDEWAYS,True,NO_SIGNAL,55512.8,55100,1442.7,898.2,True,CE,1252.3,1442.7
2026-04-13,13:35,55682.4,55699.0,55630.4,55678.0,255054150,55369.14,55477.35,67.99,0.5578,True,False,False,6.41,False,True,False,0.468,TRENDING,True,NO_SIGNAL,55525.95,55100,1444.85,892.8,True,CE,1252.3,1444.85
2026-04-13,13:40,55678.0,55683.2,55601.0,55629.0,231668700,55378.94,55491.8,63.1,0.4515,True,False,False,59.61,False,False,True,0.4952,TRENDING,True,NO_SIGNAL,55494.9,55100,1413.5,904.9,True,CE,1252.3,1413.5
2026-04-13,13:45,55629.0,55629.0,55578.0,55615.2,235783770,55387.11,55503.55,61.75,0.4118,True,False,False,27.06,False,False,True,0.6135,TRENDING,True,NO_SIGNAL,55505.2,55100,1417.1,901.0,True,CE,1252.3,1417.1
2026-04-13,13:50,55615.2,55783.0,55615.2,55783.0,262132140,55400.12,55530.16,70.11,0.6911,True,False,False,100.0,False,False,True,0.8103,TRENDING,True,NO_SIGNAL,55664.1,55100,1500.0,840.4,True,CE,1252.3,1500.0
2026-04-13,13:55,55776.0,55870.0,55776.0,55820.0,302058090,55417.94,55557.77,71.58,0.7255,True,False,True,46.81,False,True,False,0.6984,TRENDING,True,NO_SIGNAL,55709.35,55100,1519.65,819.4,True,CE,1252.3,1519.65
2026-04-13,14:00,55820.0,55840.0,55800.0,55801.4,282456030,55432.98,55580.97,69.72,0.6646,True,False,False,46.5,False,True,False,0.6196,TRENDING,True,NO_SIGNAL,55692.6,55100,1525.4,823.2,True,CE,1252.3,1525.4
2026-04-13,14:05,55801.4,55802.0,55700.0,55716.6,259373610,55443.31,55593.89,61.83,0.4929,True,False,False,83.14,False,False,True,0.5536,TRENDING,True,NO_SIGNAL,55583.65,55100,1450.0,869.15,True,CE,1252.3,1450.0
2026-04-13,14:10,55715.4,55715.4,55631.4,55680.0,273235830,55451.28,55602.09,58.73,0.4125,True,False,False,42.14,False,False,True,0.4209,TRENDING,True,NO_SIGNAL,55583.15,55600,1459.25,881.7,False,,,
2026-04-13,14:15,55680.0,55750.0,55650.0,55705.0,260750340,55459.21,55611.89,60.2,0.4432,True,False,False,25.0,False,False,True,0.0802,SIDEWAYS,True,NO_SIGNAL,55606.35,55600,1157.75,1053.6,False,,,
2026-04-13,14:20,55725.0,55761.0,55693.8,55761.0,242857320,55467.22,55626.09,63.34,0.5296,True,False,False,53.57,False,True,False,0.2842,SIDEWAYS,True,NO_SIGNAL,55624.05,55600,1185.0,1033.2,False,,,
2026-04-13,14:25,55762.0,55800.0,55755.0,55784.0,261883260,55476.59,55641.13,64.57,0.5541,True,False,False,48.89,False,True,False,0.5308,TRENDING,True,NO_SIGNAL,55642.2,55600,1180.6,1019.15,False,,,
2026-04-13,14:30,55784.0,55840.0,55775.0,55810.2,250851030,55485.85,55657.23,65.98,0.5846,True,False,False,40.31,False,True,False,0.6678,TRENDING,True,NO_SIGNAL,55686.5,55700,1204.85,1000.8,False,,,
2026-04-13,14:35,55810.2,55850.0,55800.0,55800.4,269747460,55495.5,55670.87,64.94,0.5494,True,False,False,19.6,False,True,False,0.0683,SIDEWAYS,True,NO_SIGNAL,55658.1,55700,1135.35,1045.8,False,,,
2026-04-13,14:40,55800.0,55830.0,55731.4,55775.2,271788900,55503.59,55680.8,62.23,0.4894,True,False,False,25.15,False,False,True,0.1878,SIDEWAYS,True,NO_SIGNAL,55639.65,55600,1130.1,1054.0,False,,,
2026-04-13,14:45,55764.0,55829.0,55764.0,55804.8,251875680,55511.2,55692.61,64.12,0.5289,True,False,False,62.77,False,False,True,0.0156,SIDEWAYS,True,NO_SIGNAL,55679.35,55700,1206.0,1005.45,False,,,
2026-04-13,14:50,55804.8,55820.0,55771.6,55793.2,258117720,55518.5,55702.19,62.79,0.4948,True,False,False,23.97,False,False,True,0.3504,SIDEWAYS,True,NO_SIGNAL,55673.1,55700,1148.0,1041.55,False,,,
2026-04-13,14:55,55793.2,55820.2,55782.0,55810.0,249603000,55525.43,55712.46,63.96,0.5125,True,False,False,43.98,False,True,False,0.5947,TRENDING,True,NO_SIGNAL,55675.25,55700,1140.0,1048.9,False,,,
2026-04-13,15:00,55800.0,55818.6,55660.0,55730.0,309218880,55531.58,55714.13,55.11,0.3573,True,False,False,44.14,False,False,True,0.125,SIDEWAYS,True,NO_SIGNAL,55591.05,55600,1111.8,1068.15,False,,,
2026-04-13,15:05,55730.0,55799.0,55711.0,55730.2,329094180,55538.06,55715.66,55.12,0.346,True,False,True,0.23,False,True,False,0.1621,SIDEWAYS,True,NO_SIGNAL,55595.3,55600,1165.0,1035.0,False,,,
2026-04-13,15:10,55730.0,55805.0,55720.2,55788.0,297871800,55544.25,55722.55,59.78,0.4388,True,False,False,68.4,False,True,False,0.0211,SIDEWAYS,True,NO_SIGNAL,55640.6,55600,1178.45,1022.4,False,,,
2026-04-13,15:15,55780.0,55782.8,55695.0,55700.0,362831910,55549.94,55720.4,51.08,0.2701,True,False,True,91.12,False,True,False,0.58,TRENDING,True,NO_SIGNAL,55561.95,55600,1148.55,1041.75,False,,,
2026-04-13,15:20,55700.0,55743.2,55688.2,55730.0,362284260,55555.11,55721.32,53.56,0.3148,True,False,True,54.55,False,True,False,0.3705,SIDEWAYS,True,NO_SIGNAL,55560.8,55600,1150.35,1023.35,False,,,
