date,time,open,high,low,close,volume,vwap,ema20,rsi14,vwap_distance_pct,body_pct,vol_ratio,ema_slope_pts,rsi_delta,candle_direction,price_momentum_pct,market_state,day_class,gap_pct,vwap_drift_pct,model_a_pending,model_a_trigger,model_a_side,signal_v2,model_v2,spot,atm_strike,ce_ltp,pe_ltp,in_position,position_type,position_qty,position_entry_price,position_current_price,partial_booked
2026-05-18,09:35,53100.0,53112.6,53081.0,53088.6,1950,53199.3,53680.73,19.12,-0.2081,36.08,0.076,-333.52,-1.73,-1,-0.1906,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,52966.45,53000,877.55,778.05,False,,0,,,False
2026-05-18,09:40,53088.6,53149.4,53060.0,53085.0,11010,53192.44,53623.99,19.06,-0.202,4.03,0.475,-319.18,-0.06,-1,-0.0068,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,52949.15,52900,,,False,,0,,,False
2026-05-18,09:45,53085.0,53100.0,52945.6,52958.8,34470,53159.03,53560.64,17.03,-0.3767,81.74,1.511,-316.56,-2.03,-1,-0.2377,SIDEWAYS,UNKNOWN,,,False,,,NO_SIGNAL,NONE,52831.7,52800,,,False,,0,,,False
2026-05-18,09:50,52958.8,53013.0,52950.0,52974.8,18120,53143.89,53504.85,18.22,-0.3182,25.4,0.717,-296.43,1.19,1,0.0302,TRENDING,TREND_DAY,-0.915,-0.318,False,,,NO_SIGNAL,NONE,52806.7,52800,906.5,758.0,False,,0,,,False
2026-05-18,09:55,52975.2,53020.0,52931.0,53020.0,17220,53132.51,53458.67,21.64,-0.2118,50.34,0.685,-284.39,3.42,1,0.0853,TRENDING,TREND_DAY,-0.915,-0.318,False,,,NO_SIGNAL,NONE,52877.1,52900,,,False,,0,,,False
2026-05-18,10:00,53020.0,53045.4,52963.2,52987.6,9150,53127.44,53413.81,20.96,-0.2632,39.42,0.359,-266.92,-0.68,-1,-0.0611,TRENDING,TREND_DAY,-0.915,-0.318,False,,,NO_SIGNAL,NONE,52874.55,52900,873.0,772.0,False,,0,,,False
2026-05-18,10:05,52988.6,53039.8,52977.0,53023.0,9060,53123.31,53376.59,23.77,-0.1888,54.78,0.375,-247.41,2.81,1,0.0668,TRENDING,TREND_DAY,-0.915,-0.318,False,,,NO_SIGNAL,NONE,52874.0,52900,870.5,770.0,False,,0,,,False
2026-05-18,10:10,53023.0,53024.6,52980.0,53015.0,5640,53120.74,53342.15,23.57,-0.1991,17.94,0.313,-218.49,-0.2,-1,-0.0151,SIDEWAYS,TREND_DAY,-0.915,-0.318,False,,,NO_SIGNAL,NONE,52891.05,52900,883.0,762.8,False,,0,,,False
2026-05-18,10:15,53015.0,53092.6,52981.0,53065.0,10920,53117.69,53315.76,27.74,-0.0992,44.8,0.658,-189.09,4.17,1,0.0943,TRENDING,TREND_DAY,-0.915,-0.318,False,,,NO_SIGNAL,NONE,52952.5,53000,,,False,,0,,,False
2026-05-18,10:20,53065.0,53111.0,52990.2,53004.0,7080,53115.56,53286.06,25.88,-0.21,50.5,0.494,-172.61,-1.86,-1,-0.115,SIDEWAYS,TREND_DAY,-0.915,-0.318,False,,,NO_SIGNAL,NONE,52917.35,52900,,,False,,0,,,False
2026-05-18,10:25,53004.0,53034.2,52948.0,52980.0,7620,53112.09,53256.92,25.17,-0.2487,27.84,0.611,-156.89,-0.71,-1,-0.0453,TRENDING,TREND_DAY,-0.915,-0.318,False,,,NO_SIGNAL,NONE,52882.35,52900,852.0,775.9,False,,0,,,False
2026-05-18,10:30,52980.0,53043.0,52873.0,53040.0,34650,53098.22,53236.26,30.34,-0.1096,35.29,2.659,-140.33,5.17,1,0.1133,SIDEWAYS,TREND_DAY,-0.915,-0.318,False,,,NO_SIGNAL,NONE,52935.7,52900,880.25,736.5,False,,0,,,False
