date,time,open,high,low,close,volume,vwap,ema20,rsi14,vwap_distance_pct,body_pct,vol_ratio,ema_slope_pts,rsi_delta,candle_direction,price_momentum_pct,market_state,day_class,gap_pct,vwap_drift_pct,model_a_pending,model_a_trigger,model_a_side,signal_v2,model_v2,spot,atm_strike,ce_ltp,pe_ltp,in_position,position_type,position_qty,position_entry_price,position_current_price,partial_booked
2026-06-23,09:15,58011.0,58011.0,57885.8,57939.8,32160,57945.53,58003.54,37.22,-0.0099,56.87,2.844,-10.5,-5.67,-1,-0.0693,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57834.1,57800,,,False,,0,,,False
2026-06-23,09:20,57939.8,57970.0,57924.8,57933.2,10260,57944.84,57996.84,36.37,-0.0201,14.6,0.734,-20.62,-0.85,-1,-0.0114,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57835.15,57800,465.6,343.95,False,,0,,,False
2026-06-23,09:25,57933.4,57975.0,57925.0,57962.4,12690,57946.98,57993.56,42.62,0.0266,58.0,0.97,-22.7,6.25,1,0.0504,SIDEWAYS,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57880.95,57900,,,False,,0,,,False
2026-06-23,09:30,57963.4,57996.8,57955.0,57990.0,9180,57951.78,57993.22,47.83,0.066,63.64,0.692,-20.21,5.21,1,0.0476,SIDEWAYS,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57888.0,57900,428.6,362.9,False,,0,,,False
2026-06-23,09:35,57990.0,58035.0,57963.0,58028.4,8190,57958.22,57996.57,54.08,0.1211,53.33,0.606,-13.68,6.25,1,0.0662,SIDEWAYS,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57939.45,57900,450.0,345.9,False,,0,,,False
2026-06-23,09:40,58028.4,58038.4,58000.2,58024.0,5520,57962.66,57999.19,53.29,0.1058,11.52,0.406,-4.36,-0.79,-1,-0.0076,SIDEWAYS,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57922.55,57900,444.85,346.05,False,,0,,,False
2026-06-23,09:45,58024.0,58030.0,57976.6,58015.2,7200,57966.43,58000.71,51.67,0.0841,16.48,0.537,3.87,-1.62,-1,-0.0152,SIDEWAYS,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57933.65,57900,447.15,349.3,False,,0,,,False
2026-06-23,09:50,58025.6,58047.4,58000.0,58025.6,6180,57970.34,58003.08,53.47,0.0953,0.0,0.451,9.52,1.8,0,0.0179,SIDEWAYS,CHOP_DAY,-0.001,0.095,False,,,NO_SIGNAL,NONE,57951.0,58000,,,False,,0,,,False
2026-06-23,09:55,58025.6,58044.8,58011.0,58038.8,3720,57972.74,58006.48,55.73,0.114,39.05,0.27,13.26,2.26,1,0.0227,SIDEWAYS,CHOP_DAY,-0.001,0.095,False,,,NO_SIGNAL,NONE,57946.75,57900,,,False,,0,,,False
2026-06-23,10:00,58038.8,58040.0,57981.4,58020.6,4260,57974.51,58007.83,51.99,0.0795,31.06,0.337,11.25,-3.74,-1,-0.0314,TRENDING,CHOP_DAY,-0.001,0.095,True,58055.4,BUY_CE,NO_SIGNAL,NONE,57933.3,57900,450.95,340.2,False,,0,,,False
2026-06-23,10:05,58020.6,58040.0,57980.6,58014.2,10590,57978.08,58008.43,50.7,0.0623,10.77,1.066,9.25,-1.29,-1,-0.011,TRENDING,CHOP_DAY,-0.001,0.095,True,58055.4,BUY_CE,NO_SIGNAL,NONE,57895.35,57900,443.0,349.95,False,,0,,,False
2026-06-23,10:10,58014.2,58017.8,57975.0,57982.0,2400,57978.37,58005.92,44.69,0.0063,75.23,0.309,5.21,-6.01,-1,-0.0555,SIDEWAYS,CHOP_DAY,-0.001,0.095,True,58055.4,BUY_CE,NO_SIGNAL,NONE,57884.9,57900,437.65,351.2,False,,0,,,False
2026-06-23,10:15,57981.8,58030.0,57970.0,58030.0,7560,57980.36,58008.21,53.53,0.0856,80.33,1.081,5.13,8.84,1,0.0828,TRENDING,CHOP_DAY,-0.001,0.095,True,58055.4,BUY_CE,NO_SIGNAL,NONE,57928.05,57900,446.8,333.2,False,,0,,,False
2026-06-23,10:20,58030.0,58030.0,57972.2,57990.4,9780,57981.66,58006.51,46.87,0.0151,68.51,1.509,0.03,-6.66,-1,-0.0682,TRENDING,CHOP_DAY,-0.001,0.095,True,58055.4,BUY_CE,NO_SIGNAL,NONE,57905.4,57900,435.15,349.05,False,,0,,,False
2026-06-23,10:25,57990.4,57995.0,57958.0,57985.4,15270,57981.43,58004.5,46.1,0.0068,13.51,2.335,-3.32,-0.78,-1,-0.0086,TRENDING,CHOP_DAY,-0.001,0.095,True,58055.4,BUY_CE,NO_SIGNAL,NONE,57902.6,57900,434.2,345.75,False,,0,,,False
2026-06-23,10:30,57979.6,57999.2,57968.4,57997.0,1830,57981.51,58003.79,48.25,0.0267,56.49,0.252,-4.65,2.15,1,0.02,SIDEWAYS,CHOP_DAY,-0.001,0.095,True,58055.4,BUY_CE,NO_SIGNAL,NONE,57907.6,57900,436.8,341.0,False,,0,,,False
