date,time,open,high,low,close,volume,vwap,ema20,rsi14,vwap_distance_pct,ema_slope_strong_up,ema_slope_strong_down,volume_surge,body_pct,is_spike,multi_candle_bullish,multi_candle_bearish,efficiency_ratio,ema_delta,rsi_delta,volume_ratio,efficiency_delta,vwap_dist_delta,candle_direction,price_momentum_pct,market_state,enough_data,signal,nifty_spot,atm_strike,ce_ltp,pe_ltp,in_position,position_type,position_entry_price,position_current_price
2026-06-23,09:15,58011.0,58011.0,57885.8,57939.8,32160,57945.53,58003.54,37.22,-0.0099,False,True,True,56.87,False,False,True,0.6667,-6.71,-5.67,2.844,0.0253,-0.0694,-1,-0.0693,TRENDING,True,NO_SIGNAL,57834.1,57800,409.05,394.2,False,,,
2026-06-23,09:20,57939.8,57970.0,57924.8,57933.2,10260,57944.84,57996.84,36.37,-0.0201,False,True,False,14.6,False,False,True,0.7233,-6.7,-0.85,0.734,0.0566,-0.0114,-1,-0.0114,TRENDING,True,NO_SIGNAL,57835.15,57800,465.6,343.95,False,,,
2026-06-23,09:25,57933.4,57975.0,57925.0,57962.4,12690,57946.98,57993.56,42.62,0.0266,False,True,False,58.0,False,False,True,0.5601,-3.28,6.25,0.97,-0.1632,0.0504,1,0.0504,SIDEWAYS,True,NO_SIGNAL,57880.95,57900,481.65,328.95,False,,,
2026-06-23,09:30,57963.4,57996.8,57955.0,57990.0,9180,57951.78,57993.22,47.83,0.066,False,True,False,63.64,False,True,False,0.3428,-0.34,5.21,0.692,-0.2173,0.0476,1,0.0476,SIDEWAYS,True,NO_SIGNAL,57888.0,57900,428.6,362.9,False,,,
2026-06-23,09:35,57990.0,58035.0,57963.0,58028.4,8190,57958.22,57996.57,54.08,0.1211,False,True,False,53.33,False,True,False,0.0403,3.35,6.25,0.606,-0.3025,0.0663,1,0.0662,SIDEWAYS,True,NO_SIGNAL,57939.45,57900,450.0,345.9,False,,,
2026-06-23,09:40,58028.4,58038.4,58000.2,58024.0,5520,57962.66,57999.19,53.29,0.1058,False,False,False,11.52,False,True,False,0.1546,2.61,-0.79,0.406,0.1143,-0.0076,-1,-0.0076,SIDEWAYS,True,NO_SIGNAL,57922.55,57900,444.85,346.05,False,,,
2026-06-23,09:45,58024.0,58030.0,57976.6,58015.2,7200,57966.43,58000.71,51.67,0.0841,False,False,False,16.48,False,False,True,0.0633,1.53,-1.62,0.537,-0.0913,-0.0152,-1,-0.0152,SIDEWAYS,True,NO_SIGNAL,57933.65,57900,447.15,349.3,False,,,
2026-06-23,09:50,58025.6,58047.4,58000.0,58025.6,6180,57970.34,58003.08,53.47,0.0953,True,False,False,0.0,False,False,True,0.2413,2.37,1.8,0.451,0.178,0.0179,0,0.0179,SIDEWAYS,True,NO_SIGNAL,57951.0,58000,454.2,338.1,False,,,
2026-06-23,09:55,58025.6,58044.8,58011.0,58038.8,3720,57972.74,58006.48,55.73,0.114,True,False,False,39.05,False,False,False,0.3639,3.4,2.26,0.27,0.1226,0.0228,1,0.0227,SIDEWAYS,True,NO_SIGNAL,57946.75,57900,399.0,382.6,False,,,
2026-06-23,10:00,58038.8,58040.0,57981.4,58020.6,4260,57974.51,58007.83,51.99,0.0795,True,False,False,31.06,False,False,False,0.5,1.34,-3.74,0.337,0.1361,-0.0314,-1,-0.0314,TRENDING,True,NO_SIGNAL,57933.3,57900,450.95,340.2,False,,,
2026-06-23,10:05,58020.6,58040.0,57980.6,58014.2,10590,57978.08,58008.43,50.7,0.0623,True,False,False,10.77,False,False,True,0.6607,0.61,-1.29,1.066,0.1607,-0.011,-1,-0.011,TRENDING,True,NO_SIGNAL,57895.35,57900,443.0,349.95,False,,,
2026-06-23,10:10,58014.2,58017.8,57975.0,57982.0,2400,57978.37,58005.92,44.69,0.0063,False,False,False,75.23,False,False,True,0.1601,-2.52,-6.01,0.309,-0.5006,-0.0555,-1,-0.0555,SIDEWAYS,True,NO_SIGNAL,57884.9,57900,437.65,351.2,False,,,
2026-06-23,10:15,57981.8,58030.0,57970.0,58030.0,7560,57980.36,58008.21,53.53,0.0856,False,False,False,80.33,False,False,True,0.4329,2.29,8.84,1.081,0.2728,0.0828,1,0.0828,TRENDING,True,NO_SIGNAL,57928.05,57900,446.8,333.2,False,,,
2026-06-23,10:20,58030.0,58030.0,57972.2,57990.4,9780,57981.66,58006.51,46.87,0.0151,False,False,True,68.51,False,False,True,0.4502,-1.7,-6.66,1.509,0.0173,-0.0683,-1,-0.0682,TRENDING,True,NO_SIGNAL,57905.4,57900,435.15,349.05,False,,,
2026-06-23,10:25,57990.4,57995.0,57958.0,57985.4,15270,57981.43,58004.5,46.1,0.0068,False,False,True,13.51,False,False,True,0.4318,-2.01,-0.78,2.335,-0.0184,-0.0086,-1,-0.0086,TRENDING,True,NO_SIGNAL,57902.6,57900,434.2,345.75,False,,,
2026-06-23,10:30,57979.6,57999.2,57968.4,57997.0,1830,57981.51,58003.79,48.25,0.0267,False,False,False,56.49,False,False,True,0.2036,-0.71,2.15,0.252,-0.2282,0.02,1,0.02,SIDEWAYS,True,NO_SIGNAL,57907.6,57900,436.8,341.0,False,,,
2026-06-23,10:35,58000.0,58024.8,57985.6,58006.0,2730,57981.95,58004.0,49.91,0.0415,False,False,False,15.31,False,True,False,0.2192,0.21,1.67,0.397,0.0156,0.0155,1,0.0155,SIDEWAYS,True,NO_SIGNAL,57911.7,57900,436.5,340.85,False,,,
2026-06-23,10:40,57995.4,58026.0,57993.0,57993.0,1980,57982.24,58002.95,47.53,0.0186,False,False,False,7.27,False,True,False,0.5276,-1.05,-2.38,0.308,0.3084,-0.0224,-1,-0.0224,TRENDING,True,NO_SIGNAL,57885.65,57900,426.0,347.2,False,,,
2026-06-23,10:45,58004.8,58004.8,57967.6,57981.0,3480,57982.29,58000.86,45.38,-0.0022,False,False,False,63.98,False,False,True,0.4829,-2.09,-2.15,0.579,-0.0447,-0.0207,-1,-0.0207,TRENDING,True,NO_SIGNAL,57888.9,57900,434.25,343.8,False,,,
2026-06-23,10:50,57981.4,58006.0,57970.8,58000.0,2190,57982.43,58000.78,49.29,0.0303,False,False,False,52.84,False,False,True,0.1732,-0.08,3.92,0.366,-0.3097,0.0328,1,0.0328,SIDEWAYS,True,NO_SIGNAL,57896.2,57900,434.05,343.35,False,,,
2026-06-23,10:55,58000.0,58000.0,57964.0,57972.8,4470,57982.33,57998.11,44.38,-0.0164,False,False,False,75.56,False,False,True,0.1278,-2.66,-4.91,0.773,-0.0454,-0.0469,-1,-0.0469,SIDEWAYS,True,NO_SIGNAL,57888.0,57900,425.0,350.2,False,,,
2026-06-23,11:00,57972.8,57999.8,57950.0,57975.0,2940,57982.2,57995.91,44.86,-0.0124,False,True,False,4.42,False,True,False,0.6875,-2.2,0.48,0.569,0.5597,0.0038,1,0.0038,SIDEWAYS,True,NO_SIGNAL,57871.65,57900,416.4,358.25,False,,,
2026-06-23,11:05,57975.0,57994.8,57952.2,57981.4,1920,57982.13,57994.53,46.31,-0.0013,False,True,False,15.02,False,True,False,0.1125,-1.38,1.45,0.368,-0.575,0.011,1,0.011,SIDEWAYS,True,NO_SIGNAL,57877.4,57900,416.6,356.2,False,,,
2026-06-23,11:10,57981.4,57994.8,57959.0,57994.0,2580,57982.13,57994.48,49.14,0.0205,False,False,False,35.2,False,True,False,0.1132,-0.05,2.83,0.554,0.0007,0.0217,1,0.0217,SIDEWAYS,True,NO_SIGNAL,57901.2,57900,427.15,343.35,False,,,
2026-06-23,11:15,57994.0,58018.0,57978.4,57984.0,3420,57982.36,57993.48,47.02,0.0028,False,False,False,25.25,False,True,False,0.1711,-1.0,-2.12,0.868,0.0579,-0.0172,-1,-0.0172,SIDEWAYS,True,NO_SIGNAL,57901.0,57900,423.85,346.1,False,,,
2026-06-23,11:20,58000.0,58005.0,57966.6,58003.0,2430,57982.49,57994.39,51.31,0.0354,False,False,False,7.81,False,True,False,0.0395,0.91,4.29,0.882,-0.1316,0.0328,1,0.0328,SIDEWAYS,True,NO_SIGNAL,57890.75,57900,419.0,348.45,False,,,
2026-06-23,11:25,58003.0,58003.0,57970.2,57970.2,1710,57982.47,57992.08,44.6,-0.0212,False,False,False,100.0,False,False,True,0.3,-2.3,-6.72,0.608,0.2605,-0.0566,-1,-0.0565,SIDEWAYS,True,NO_SIGNAL,57869.95,57900,414.75,349.05,False,,,
2026-06-23,11:30,57970.2,57974.0,57950.0,57951.2,3270,57982.04,57988.19,41.23,-0.0532,False,False,True,79.17,False,False,True,0.4382,-3.89,-3.37,1.206,0.1382,-0.0328,-1,-0.0328,TRENDING,True,NO_SIGNAL,57852.75,57900,405.75,359.0,False,,,
