date,time,open,high,low,close,volume,vwap,ema20,rsi14,vwap_distance_pct,ema_slope_strong_up,ema_slope_strong_down,volume_surge,body_pct,is_spike,multi_candle_bullish,multi_candle_bearish,efficiency_ratio,ema_delta,rsi_delta,volume_ratio,efficiency_delta,vwap_dist_delta,candle_direction,price_momentum_pct,market_state,enough_data,signal,nifty_spot,atm_strike,ce_ltp,pe_ltp,in_position,position_type,position_entry_price,position_current_price
2026-05-21,09:15,53995.4,53997.2,53909.8,53909.8,14220,53938.93,53616.94,74.99,-0.054,True,False,True,97.94,False,False,True,0.5542,30.83,6.22,1.351,0.1053,0.2866,-1,0.2876,TRENDING,True,NO_SIGNAL,53840.8,53800,,,False,,,
2026-05-21,09:20,53909.8,53952.4,53861.0,53894.6,27630,53914.99,53643.38,73.44,-0.0378,True,False,True,16.63,False,False,True,0.4169,26.44,-1.55,2.379,-0.1373,-0.0282,-1,-0.0282,TRENDING,True,NO_SIGNAL,53830.7,53800,563.5,495.2,False,,,
2026-05-21,09:25,53894.6,53949.0,53870.2,53896.2,11880,53912.81,53667.46,73.51,-0.0308,True,False,False,2.03,False,False,True,0.421,24.08,0.06,0.854,0.0041,0.003,1,0.003,TRENDING,True,NO_SIGNAL,53810.1,53800,566.4,496.9,False,,,
2026-05-21,09:30,53896.2,53936.2,53811.0,53819.2,16020,53899.64,53681.91,65.57,-0.1492,True,False,False,61.5,False,False,True,0.5046,14.45,-7.93,1.182,0.0836,-0.1429,-1,-0.1429,SIDEWAYS,True,NO_SIGNAL,53743.45,53700,,,False,,,
2026-05-21,09:35,53819.2,53924.4,53767.6,53918.8,28350,53891.15,53704.47,70.07,0.0513,True,False,True,63.52,False,True,False,0.4608,22.56,4.5,2.061,-0.0438,0.1848,1,0.1851,SIDEWAYS,True,NO_SIGNAL,53819.25,53800,,,False,,,
2026-05-21,09:40,53921.0,53960.0,53851.4,53950.2,11880,53894.33,53727.88,71.34,0.1037,True,False,False,26.89,False,True,False,0.6476,23.4,1.27,0.764,0.1868,0.0583,1,0.0582,SIDEWAYS,True,NO_SIGNAL,53861.2,53900,,,False,,,
2026-05-21,09:45,53950.0,53982.8,53906.2,53935.0,9600,53898.1,53747.6,69.8,0.0685,True,False,False,19.58,False,True,False,0.7413,19.73,-1.55,0.602,0.0937,-0.0282,-1,-0.0282,TRENDING,True,NO_SIGNAL,53843.4,53800,,,False,,,
2026-05-21,09:50,53935.0,54022.0,53907.0,54000.0,17820,53908.25,53771.64,72.54,0.1702,True,False,False,56.52,False,True,False,0.769,24.04,2.74,1.15,0.0277,0.1206,1,0.1205,TRENDING,True,NO_SIGNAL,53890.3,53900,,,False,,,
2026-05-21,09:55,54000.0,54020.0,53920.2,53920.2,4560,53909.7,53785.79,64.77,0.0195,True,False,False,79.96,False,False,True,0.5309,14.15,-7.77,0.282,-0.2381,-0.148,-1,-0.1478,TRENDING,True,NO_SIGNAL,53815.65,53800,,,False,,,
2026-05-21,10:00,53920.2,53989.0,53920.2,53947.6,6450,53911.55,53801.2,66.11,0.0669,True,False,False,39.83,False,True,False,0.1486,15.41,1.34,0.417,-0.3823,0.0508,1,0.0508,SIDEWAYS,True,NO_SIGNAL,53836.05,53800,579.0,435.1,False,,,
