date,time,open,high,low,close,volume,vwap,ema20,rsi14,vwap_distance_pct,ema_slope_strong_up,ema_slope_strong_down,volume_surge,body_pct,is_spike,multi_candle_bullish,multi_candle_bearish,efficiency_ratio,ema_delta,rsi_delta,volume_ratio,efficiency_delta,vwap_dist_delta,candle_direction,price_momentum_pct,market_state,enough_data,signal,nifty_spot,atm_strike,ce_ltp,pe_ltp,in_position,position_type,position_entry_price,position_current_price
2026-07-08,09:15,24299.9,24320.0,24289.8,24309.2,192270,24306.33,24452.67,14.5,0.0118,False,True,True,30.79,False,False,True,0.8645,-15.1,-11.93,2.597,-0.0632,-0.4147,1,-0.4129,TRENDING,True,NO_SIGNAL,24284.45,24300,155.75,140.2,False,,,
2026-07-08,09:20,24309.2,24315.0,24272.1,24273.0,156715,24297.52,24435.56,12.35,-0.1009,False,True,True,84.38,False,False,True,0.9776,-17.11,-2.15,1.722,0.1131,-0.149,-1,-0.1489,TRENDING,True,NO_SIGNAL,24247.85,24250,112.85,187.25,False,,,
2026-07-08,09:25,24272.0,24274.9,24258.0,24266.0,133900,24288.86,24419.41,11.98,-0.0941,False,True,True,35.5,False,False,True,0.8989,-16.15,-0.37,1.286,-0.0787,-0.0288,-1,-0.0288,TRENDING,True,NO_SIGNAL,24239.2,24250,133.15,165.25,False,,,
2026-07-08,09:30,24266.0,24266.0,24241.0,24244.0,141765,24280.12,24402.71,10.87,-0.1488,False,True,True,88.0,False,False,True,0.8709,-16.71,-1.1,1.221,-0.028,-0.0906,-1,-0.0907,TRENDING,True,NO_SIGNAL,24220.75,24200,126.6,178.6,False,,,
2026-07-08,09:35,24243.0,24250.9,24235.0,24245.3,129675,24273.86,24387.71,11.39,-0.1177,False,True,False,14.47,False,False,True,0.8843,-14.99,0.52,1.019,0.0134,0.0054,1,0.0054,TRENDING,True,NO_SIGNAL,24217.65,24200,149.65,152.65,False,,,
2026-07-08,09:40,24244.5,24263.7,24241.0,24254.8,80665,24271.86,24375.06,15.28,-0.0703,False,True,False,45.37,False,True,False,0.8765,-12.66,3.89,0.62,-0.0078,0.0391,1,0.0392,TRENDING,True,NO_SIGNAL,24226.85,24250,153.75,147.5,False,,,
2026-07-08,09:45,24254.8,24280.0,24252.0,24279.8,45500,24271.8,24365.98,24.66,0.033,False,True,False,89.29,False,True,False,0.7458,-9.07,9.37,0.344,-0.1307,0.103,1,0.1031,TRENDING,True,NO_SIGNAL,24250.25,24250,136.0,159.45,False,,,
2026-07-08,09:50,24279.8,24292.8,24271.4,24275.9,60775,24272.33,24357.4,24.21,0.0147,False,True,False,18.22,False,True,False,0.7455,-8.58,-0.45,0.489,-0.0003,-0.0161,-1,-0.0161,TRENDING,True,NO_SIGNAL,24251.75,24250,135.5,158.45,False,,,
2026-07-08,09:55,24273.0,24288.5,24270.0,24276.1,33280,24272.53,24349.66,24.28,0.0147,False,True,False,16.76,False,True,False,0.6931,-7.74,0.08,0.285,-0.0524,0.0008,1,0.0008,TRENDING,True,NO_SIGNAL,24251.3,24250,135.3,158.4,False,,,
2026-07-08,10:00,24276.1,24283.4,24263.4,24267.0,30875,24272.49,24341.79,23.14,-0.0226,False,True,False,45.5,False,False,True,0.4965,-7.87,-1.14,0.272,-0.1966,-0.0375,-1,-0.0375,SIDEWAYS,True,NO_SIGNAL,24240.85,24250,129.05,162.9,False,,,
2026-07-08,10:05,24267.0,24272.9,24260.0,24272.5,30420,24272.37,24335.19,25.42,0.0005,False,True,False,42.64,False,True,False,0.0063,-6.6,2.28,0.303,-0.4902,0.0227,1,0.0227,SIDEWAYS,True,NO_SIGNAL,24240.7,24250,130.4,160.9,False,,,
2026-07-08,10:10,24272.5,24286.0,24265.0,24265.0,32890,24272.36,24328.51,24.36,-0.0303,False,True,False,35.71,False,False,True,0.0173,-6.68,-1.06,0.39,0.011,-0.0309,-1,-0.0309,SIDEWAYS,True,NO_SIGNAL,24238.55,24250,127.0,162.5,False,,,
2026-07-08,10:15,24265.0,24281.9,24252.2,24280.5,31915,24272.34,24323.93,30.8,0.0336,False,True,False,52.19,False,True,False,0.6315,-4.57,6.44,0.443,0.6142,0.0639,1,0.0639,SIDEWAYS,True,NO_SIGNAL,24250.7,24250,132.85,154.0,False,,,
2026-07-08,10:20,24280.5,24280.5,24255.0,24257.1,23725,24272.17,24317.57,27.05,-0.0621,False,True,False,91.76,False,False,True,0.2042,-6.37,-3.74,0.384,-0.4273,-0.0964,-1,-0.0964,SIDEWAYS,True,NO_SIGNAL,24224.15,24200,120.75,167.85,False,,,
2026-07-08,10:25,24257.1,24280.0,24251.6,24275.2,19760,24272.11,24313.53,33.76,0.0127,False,True,False,63.73,False,True,False,0.3938,-4.04,6.71,0.395,0.1896,0.0746,1,0.0746,SIDEWAYS,True,NO_SIGNAL,24245.2,24250,157.0,129.75,False,,,
2026-07-08,10:30,24275.2,24295.0,24275.2,24284.0,28600,24272.42,24310.72,36.8,0.0477,False,True,False,44.44,False,True,False,0.0968,-2.81,3.04,0.734,-0.297,0.0363,1,0.0363,SIDEWAYS,True,NO_SIGNAL,24254.25,24250,134.65,150.1,False,,,
2026-07-08,10:35,24281.0,24315.0,24281.0,24310.0,48035,24273.58,24310.65,44.86,0.15,False,True,True,85.29,False,True,False,0.5379,-0.07,8.06,1.422,0.4411,0.1071,1,0.1071,SIDEWAYS,True,NO_SIGNAL,24283.3,24300,146.8,135.6,False,,,
2026-07-08,10:40,24310.0,24325.8,24301.6,24317.2,73840,24275.94,24311.28,46.88,0.17,False,True,True,29.75,False,True,False,0.5539,0.62,2.02,2.17,0.016,0.0297,1,0.0296,TRENDING,True,NO_SIGNAL,24280.5,24300,122.7,160.6,False,,,
2026-07-08,10:45,24310.1,24315.0,24300.0,24301.1,19370,24276.37,24310.31,43.08,0.1019,False,False,False,60.0,False,True,False,0.4596,-0.97,-3.8,0.548,-0.0943,-0.0663,-1,-0.0662,TRENDING,True,NO_SIGNAL,24277.4,24300,119.4,163.9,False,,,
2026-07-08,10:50,24301.1,24310.0,24295.0,24295.0,20280,24276.73,24308.85,41.7,0.0753,False,False,False,40.67,False,False,True,0.3032,-1.46,-1.38,0.597,-0.1564,-0.0251,-1,-0.0251,SIDEWAYS,True,NO_SIGNAL,24273.25,24250,116.0,167.25,False,,,
2026-07-08,10:55,24295.0,24320.0,24292.4,24317.0,18720,24277.19,24309.62,48.15,0.164,False,False,False,79.71,False,False,True,0.7008,0.78,6.45,0.569,0.3976,0.0906,1,0.0906,TRENDING,True,NO_SIGNAL,24293.7,24300,151.6,131.65,False,,,
2026-07-08,11:00,24318.0,24326.7,24315.0,24318.0,23140,24277.91,24310.42,48.43,0.1651,False,False,False,0.0,False,False,False,0.4993,0.8,0.28,0.73,-0.2015,0.0041,0,0.0041,TRENDING,True,NO_SIGNAL,24289.55,24300,124.85,158.1,False,,,
2026-07-08,11:05,24318.0,24323.4,24306.6,24318.1,26845,24278.63,24311.15,48.46,0.1626,False,False,False,0.6,False,True,False,0.8123,0.73,0.03,0.873,0.313,0.0004,1,0.0004,TRENDING,True,NO_SIGNAL,24290.3,24300,124.65,158.7,False,,,
2026-07-08,11:10,24318.1,24330.0,24310.2,24320.2,31785,24279.55,24312.02,49.12,0.1674,False,False,False,10.61,False,True,False,0.574,0.86,0.67,1.051,-0.2383,0.0086,1,0.0086,TRENDING,True,NO_SIGNAL,24290.55,24300,124.55,158.6,False,,,
2026-07-08,11:15,24320.2,24321.1,24302.1,24310.5,18460,24279.96,24311.87,46.15,0.1258,False,False,False,51.05,False,True,False,0.4836,-0.14,-2.97,0.595,-0.0904,-0.04,-1,-0.0399,TRENDING,True,NO_SIGNAL,24283.8,24300,120.0,162.1,False,,,
2026-07-08,11:20,24311.3,24314.6,24301.0,24310.3,15990,24280.27,24311.72,46.09,0.1237,False,False,False,7.35,False,False,True,0.0061,-0.15,-0.06,0.517,-0.4775,-0.0008,-1,-0.0008,SIDEWAYS,True,NO_SIGNAL,24286.5,24300,123.75,158.3,False,,,
