date,time,open,high,low,close,volume,vwap,ema20,rsi14,vwap_distance_pct,body_pct,candle_direction,or_high,or_low,orb_used,signal_v2,model_v2,skip_reason,spot,atm_strike,ce_ltp,pe_ltp,in_position,position_type,position_entry_price,position_current_price,trail_active,breakeven_set
2026-06-25,09:15,24132.7,24150.0,24112.5,24129.7,119600,24130.73,24070.31,66.11,-0.0043,8.0,-1,,,False,NO_SIGNAL,NONE,too close to VWAP,24132.65,24150,107.45,128.3,False,,,,False,False
2026-06-25,09:20,24129.7,24160.0,24127.0,24152.8,173680,24140.13,24078.17,69.71,0.0525,70.0,1,,,False,NO_SIGNAL,NONE,too close to VWAP,24156.35,24150,119.9,111.55,False,,,,False,False
2026-06-25,09:25,24153.3,24170.0,24141.6,24145.7,125190,24143.81,24084.6,67.35,0.0078,26.76,-1,,,False,NO_SIGNAL,NONE,too close to VWAP,24149.15,24150,116.3,116.8,False,,,,False,False
2026-06-25,09:30,24145.7,24155.0,24125.5,24142.7,83720,24143.35,24090.13,66.32,-0.0027,10.17,-1,,,False,NO_SIGNAL,NONE,market is sideways,24143.25,24150,110.45,119.95,False,,,,False,False
2026-06-25,09:35,24142.7,24150.0,24133.6,24147.0,44655,24143.37,24095.55,67.09,0.015,26.22,1,24170.0,24112.5,False,NO_SIGNAL,NONE,market is sideways,24145.6,24150,110.85,115.6,False,,,,False,False
2026-06-25,09:40,24150.0,24152.5,24129.7,24144.0,60840,24143.24,24100.16,65.96,0.0031,26.32,-1,24170.0,24112.5,False,NO_SIGNAL,NONE,market is sideways,24141.25,24150,109.8,115.45,False,,,,False,False
2026-06-25,09:45,24144.0,24172.0,24142.8,24172.0,106080,24146.07,24107.0,70.91,0.1074,95.89,1,24170.0,24112.5,False,NO_SIGNAL,NONE,market is sideways,24165.85,24150,122.4,100.6,False,,,,False,False
2026-06-25,09:50,24172.0,24199.0,24165.4,24186.5,123500,24151.61,24114.58,73.1,0.1445,43.15,1,24170.0,24112.5,False,NO_SIGNAL,NONE,too close to VWAP,24172.35,24150,131.0,96.0,False,,,,False,False
2026-06-25,09:55,24190.0,24193.0,24183.0,24186.5,51350,24153.68,24121.43,73.1,0.1359,35.0,-1,24170.0,24112.5,False,NO_SIGNAL,NONE,low volume — no participation,24176.65,24200,,,False,,,,False,False
2026-06-25,10:00,24185.0,24189.5,24172.7,24183.5,68380,24155.7,24127.34,71.8,0.1151,8.93,-1,24170.0,24112.5,False,NO_SIGNAL,NONE,low volume — no participation,24178.15,24200,103.5,118.55,False,,,,False,False
2026-06-25,10:05,24186.0,24189.5,24170.0,24175.0,60580,24157.04,24131.88,68.12,0.0743,56.41,-1,24170.0,24112.5,False,NO_SIGNAL,NONE,market is sideways,24167.8,24150,,,False,,,,False,False
2026-06-25,10:10,24175.0,24194.8,24168.5,24194.4,50635,24158.4,24137.83,71.69,0.149,73.76,1,24170.0,24112.5,False,NO_SIGNAL,NONE,low volume — no participation,24184.1,24200,,,False,,,,False,False
2026-06-25,10:15,24194.9,24200.0,24181.5,24195.0,84240,24160.87,24143.28,71.79,0.1413,0.54,1,24170.0,24112.5,False,NO_SIGNAL,NONE,low volume — no participation,24178.9,24200,102.15,116.05,False,,,,False,False
2026-06-25,10:20,24188.0,24192.7,24181.0,24183.5,43940,24161.78,24147.11,66.69,0.0899,38.46,-1,24170.0,24112.5,False,NO_SIGNAL,NONE,low volume — no participation,24171.2,24150,,,False,,,,False,False
2026-06-25,10:25,24183.9,24193.0,24183.0,24183.1,42380,24162.63,24150.53,66.51,0.0847,8.0,-1,24170.0,24112.5,False,NO_SIGNAL,NONE,low volume — no participation,24172.3,24150,124.95,96.0,False,,,,False,False
2026-06-25,10:30,24183.1,24194.0,24183.0,24183.0,42705,24163.43,24153.63,66.46,0.081,0.91,-1,24170.0,24112.5,False,NO_SIGNAL,NONE,market is sideways,24172.85,24150,126.1,94.8,False,,,,False,False
2026-06-25,10:35,24183.0,24190.0,24180.0,24185.0,34970,24164.0,24156.61,66.97,0.0869,20.0,1,24170.0,24112.5,False,NO_SIGNAL,NONE,market is sideways,24172.45,24150,124.9,96.05,False,,,,False,False
