date,time,open,high,low,close,volume,vwap,ema20,rsi14,vwap_distance_pct,body_pct,vol_ratio,ema_slope_pts,rsi_delta,candle_direction,price_momentum_pct,market_state,day_class,gap_pct,vwap_drift_pct,model_a_pending,model_a_trigger,model_a_side,signal_v2,model_v2,spot,atm_strike,ce_ltp,pe_ltp,in_position,position_type,position_qty,position_entry_price,position_current_price,partial_booked
2026-05-19,09:50,53650.0,53665.0,53625.8,53665.0,6270,53724.27,53665.99,48.62,-0.1103,38.27,0.249,9.73,0.57,1,0.0175,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53493.7,53500,785.0,641.65,False,,0,,,False
2026-05-19,09:55,53665.0,53669.8,53579.8,53592.6,8520,53719.06,53659.0,44.59,-0.2354,80.44,0.338,8.1,-4.03,-1,-0.1349,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53435.7,53400,,,False,,0,,,False
2026-05-19,10:00,53592.6,53680.0,53578.0,53610.0,9450,53714.26,53654.33,45.75,-0.1941,17.06,0.381,-0.29,1.16,1,0.0325,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53448.5,53400,814.95,615.35,False,,0,,,False
2026-05-19,10:05,53610.0,53697.8,53610.0,53669.0,6300,53712.49,53655.73,49.62,-0.081,67.2,0.332,-11.47,3.86,1,0.1101,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53521.15,53500,,,False,,0,,,False
2026-05-19,10:10,53669.0,53789.6,53661.6,53749.2,10980,53713.6,53664.63,54.37,0.0663,62.66,0.705,-1.46,4.76,1,0.1494,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53602.3,53600,,,False,,0,,,False
2026-05-19,10:15,53749.6,53810.0,53690.0,53690.0,30120,53715.68,53667.05,50.58,-0.0478,49.67,2.161,1.06,-3.8,-1,-0.1101,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53540.7,53500,,,False,,0,,,False
2026-05-19,10:20,53690.0,53735.4,53690.0,53730.8,3300,53715.72,53673.12,53.01,0.0281,89.87,0.219,14.12,2.43,1,0.076,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53577.1,53600,,,False,,0,,,False
2026-05-19,10:25,53731.0,53774.8,53718.0,53721.8,4620,53716.15,53677.75,52.4,0.0105,16.2,0.349,23.42,-0.61,-1,-0.0168,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53607.6,53600,762.8,631.4,False,,0,,,False
2026-05-19,10:30,53725.0,53749.8,53691.0,53718.6,2550,53716.18,53681.64,52.17,0.0045,10.88,0.238,25.92,-0.23,-1,-0.006,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53598.75,53600,768.25,628.45,False,,0,,,False
2026-05-19,10:35,53718.6,53770.0,53703.0,53736.4,1890,53716.34,53686.86,53.4,0.0373,26.57,0.205,22.23,1.23,1,0.0331,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53618.55,53600,777.0,620.7,False,,0,,,False
2026-05-19,10:40,53736.4,53792.8,53736.4,53774.8,4650,53717.28,53695.23,56.03,0.1071,68.09,0.554,28.19,2.63,1,0.0715,TRENDING,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53638.65,53600,785.0,604.75,False,,0,,,False
2026-05-19,10:45,53774.8,53815.0,53750.0,53785.2,8730,53719.48,53703.8,56.74,0.1223,16.0,1.06,30.68,0.71,1,0.0193,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53656.85,53700,,,False,,0,,,False
2026-05-19,10:50,53782.4,53839.0,53683.6,53710.8,15990,53720.91,53704.47,50.45,-0.0188,46.07,1.936,26.71,-6.29,-1,-0.1383,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53609.25,53600,,,False,,0,,,False
2026-05-19,10:55,53710.8,53839.0,53710.8,53799.0,15210,53724.12,53713.47,56.59,0.1394,68.8,1.706,31.83,6.14,1,0.1642,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53675.65,53700,,,False,,0,,,False
2026-05-19,11:00,53799.0,53819.8,53727.4,53759.8,8520,53725.38,53717.88,53.42,0.0641,42.42,0.869,31.03,-3.17,-1,-0.0729,SIDEWAYS,NORMAL_DAY,0.088,-0.11,False,,,NO_SIGNAL,NONE,53619.1,53600,,,False,,0,,,False
