date,time,open,high,low,close,volume,vwap,ema20,rsi14,vwap_distance_pct,body_pct,vol_ratio,ema_slope_pts,rsi_delta,candle_direction,price_momentum_pct,market_state,day_class,gap_pct,vwap_drift_pct,model_a_pending,model_a_trigger,model_a_side,signal_v2,model_v2,spot,atm_strike,ce_ltp,pe_ltp,in_position,position_type,position_qty,position_entry_price,position_current_price,partial_booked
2026-06-19,09:15,57893.4,57940.6,57840.0,57924.0,38190,57901.53,57943.68,49.42,0.0388,30.42,2.722,34.99,-20.83,1,-0.2153,SIDEWAYS,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57775.7,57800,,,False,,0,,,False
2026-06-19,09:20,57924.0,57924.0,57800.0,57801.2,30660,57874.9,57930.11,37.61,-0.1273,99.03,1.732,10.82,-11.8,-1,-0.212,SIDEWAYS,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57647.85,57600,,,False,,0,,,False
2026-06-19,09:25,57802.4,57839.0,57775.0,57785.0,30000,57852.07,57916.29,36.38,-0.1159,27.19,1.467,-10.68,-1.23,-1,-0.028,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57627.65,57600,657.95,497.4,False,,0,,,False
2026-06-19,09:30,57785.0,57800.0,57739.0,57776.0,18780,57839.23,57902.93,35.68,-0.1093,14.75,0.813,-31.95,-0.7,-1,-0.0156,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57598.9,57600,659.25,505.3,False,,0,,,False
2026-06-19,09:35,57788.2,57829.0,57724.2,57824.4,22380,57831.77,57895.45,42.13,-0.0127,34.54,0.914,-50.3,6.45,1,0.0838,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57647.9,57600,669.8,477.05,False,,0,,,False
2026-06-19,09:40,57820.0,57830.0,57800.0,57807.0,7770,57830.75,57887.02,40.56,-0.0411,43.33,0.314,-56.65,-1.58,-1,-0.0301,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57615.65,57600,662.75,477.6,False,,0,,,False
2026-06-19,09:45,57807.0,57825.0,57761.2,57825.0,8250,57829.32,57881.12,42.93,-0.0075,28.21,0.351,-48.99,2.38,1,0.0311,TRENDING,UNKNOWN,,,False,,,NO_SIGNAL,NONE,57643.35,57600,668.9,473.15,False,,0,,,False
2026-06-19,09:50,57825.0,57825.0,57741.0,57787.4,7980,57827.14,57872.19,39.39,-0.0687,44.76,0.367,-44.1,-3.54,-1,-0.065,TRENDING,CHOP_DAY,-0.177,-0.069,False,,,NO_SIGNAL,NONE,57604.15,57600,648.45,484.9,False,,0,,,False
2026-06-19,09:55,57787.4,57800.0,57770.0,57800.0,5670,57825.9,57865.32,41.14,-0.0448,42.0,0.279,-37.61,1.75,1,0.0218,TRENDING,CHOP_DAY,-0.177,-0.069,False,,,NO_SIGNAL,NONE,57626.4,57600,655.0,477.3,False,,0,,,False
2026-06-19,10:00,57800.0,57801.0,57710.0,57750.0,14220,57820.31,57854.33,36.62,-0.1216,54.95,0.724,-41.11,-4.53,-1,-0.0865,SIDEWAYS,CHOP_DAY,-0.177,-0.069,False,,,NO_SIGNAL,NONE,57579.6,57600,641.0,497.9,False,,0,,,False
2026-06-19,10:05,57750.0,57783.2,57730.0,57747.4,5340,57818.43,57844.15,36.39,-0.1229,4.89,0.29,-42.87,-0.22,-1,-0.0045,SIDEWAYS,CHOP_DAY,-0.177,-0.069,False,,,NO_SIGNAL,NONE,57603.0,57600,641.45,488.35,False,,0,,,False
2026-06-19,10:10,57747.4,57813.0,57747.4,57813.0,3990,57817.86,57841.18,45.47,-0.0084,100.0,0.264,-39.93,9.07,1,0.1136,SIDEWAYS,CHOP_DAY,-0.177,-0.069,False,,,NO_SIGNAL,NONE,57636.2,57600,655.5,472.6,False,,0,,,False
2026-06-19,10:15,57813.0,57818.4,57770.0,57780.0,6390,57816.95,57835.36,42.2,-0.0639,68.18,0.514,-36.84,-3.26,-1,-0.0571,SIDEWAYS,CHOP_DAY,-0.177,-0.069,False,,,NO_SIGNAL,NONE,57641.95,57600,655.6,474.85,False,,0,,,False
2026-06-19,10:20,57780.0,57814.8,57760.0,57796.0,4230,57816.4,57831.61,44.29,-0.0353,29.2,0.42,-33.71,2.09,1,0.0277,SIDEWAYS,CHOP_DAY,-0.177,-0.069,False,,,NO_SIGNAL,NONE,57648.65,57600,659.25,470.6,False,,0,,,False
2026-06-19,10:25,57800.0,57814.2,57752.0,57770.2,2550,57815.93,57825.76,41.68,-0.0791,47.91,0.296,-28.57,-2.61,-1,-0.0446,SIDEWAYS,CHOP_DAY,-0.177,-0.069,False,,,NO_SIGNAL,NONE,57600.2,57600,640.0,487.6,False,,0,,,False
2026-06-19,10:30,57751.0,57788.6,57734.0,57786.0,17400,57812.33,57821.97,43.86,-0.0455,64.1,2.621,-22.18,2.18,1,0.0273,SIDEWAYS,CHOP_DAY,-0.177,-0.069,False,,,NO_SIGNAL,NONE,57600.4,57600,647.45,486.5,False,,0,,,False
2026-06-19,10:35,57786.0,57798.6,57750.0,57798.4,42900,57807.5,57819.73,45.58,-0.0157,25.51,5.643,-21.46,1.72,1,0.0215,SIDEWAYS,CHOP_DAY,-0.177,-0.069,False,,,NO_SIGNAL,NONE,57622.95,57600,649.9,483.35,False,,0,,,False
